Date,Open,High,Low,Close,Adj Close,Volume
2020-07-16,96.562500,97.404999,95.904999,96.522499,95.733040,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.539635,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,97.553032,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.206642,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.476906,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.085617,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,91.857506,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.034546,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.489792,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.262665,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.403267,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.390900,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,108.046501,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,108.768044,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.162300,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,112.970886,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.402412,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.007088,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,108.676010,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.287788,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,114.275002,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.173164,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,113.875076,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,114.823967,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,114.968040,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,117.519135,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,123.575188,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.053177,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.027283,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,125.713921,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.211105,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.009895,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,128.215347,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.322510,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,130.560257,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.107483,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.186981,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,112.098999,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,116.570244,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,112.764717,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,111.284241,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,114.622772,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,114.801620,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.413399,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.634850,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.157219,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.376511,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,111.095459,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.435432,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.528397,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.562454,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.225327,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.360886,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.069885,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.043625,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.297714,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,115.755486,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.436829,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.344559,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.235260,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.222481,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,123.604988,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.326088,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.415512,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,119.938576,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.259377,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.238815,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.759026,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.123123,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,115.010284,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.304810,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.314743,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,115.854836,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.489349,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.583023,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.164307,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,108.074883,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.734207,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.215378,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.269310,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,118.134949,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,115.776031,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.427666,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,118.931198,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,118.652512,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.702286,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.737419,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,118.831673,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.478027,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.085182,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.791252,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.317574,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.631409,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.487381,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,116.044762,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.493271,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.146103,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.504425,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.365074,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,121.678299,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,123.171288,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.798340,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.210487,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.663666,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,121.837555,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.210487,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.281967,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.212296,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.098129,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.067680,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.630333,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.263260,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.347580,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.352829,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.050766,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.239273,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.094666,96452100
